"RoadTripStopTypeID"|"CategoryID"|"RoadTripStopName"|"RoadTripStopDescription"|"RoadTripStopAddressLine1"|"RoadTripStopCity"|"RoadTripStopState"|"RoadTripStopZip"|"RoadTripStopLat"|"RoadTripStopLong"|"RoadTripStopEmail"|"RoadTripStopPhone"|"TicketBookingURL"|"Image"|"EventDateTime"|"RoadTripStopURL"|"PlaceID"|"SunOpen"|"SunClose"|"MonOpen"|"MonClose"|"TueOpen"|"TueClose"|"WedOpen"|"WedClose"|"ThurOpen"|"ThurClose"|"FriOpen"|"FriClose"|"SatOpen"|"SatClose"
"2"|"NULL"|"Catoosa Historical Museum"|"Housed in the city's historic depot this museum highlights Catoosa's colorful history through displays including vintage photographs of Catoosa's early residents, a mailbox that was used when mail was delivered on horseback, a train depot log book dating from 1897 and a check from the Farmers and Merchants Bank dated 1907."|"217 S Cherokee St #201"|"Catoosa"|"OK"|"74015"|"36.1866497"|"-95.7470574"|"NULL"|"(918) 266-3296"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/69d4549faa2c4232d67ed914dc5927ea_.jpeg"|"NULL"|"https://maps.google.com/?cid=4307712773081222358"|"ChIJJeM7apT1tocR1kzrofERyDs"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"15:00"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"15:00"|"NULL"|"NULL"
"2"|"NULL"|"Brookshire Motel"|"NULL"|"11017 E 11th St"|"Tulsa"|"OK"|"74128-3209"|"36.1482681"|"-95.8524944"|"NULL"|"(918) 437-4746"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/618b69425970acf0edcc805cd94e6a65_.jpeg"|"NULL"|"https://maps.google.com/?cid=2752104747109461075"|"ChIJlbHBORzztocRUywgrK9wMSY"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Oasis Motel"|"NULL"|"9303 E 11th St"|"Tulsa"|"OK"|"74112-3704"|"36.148598"|"-95.8729573"|"NULL"|"(918) 835-2301"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/f4fa71609c9d0ed2c52532e322dc66a8_.jpeg"|"NULL"|"https://maps.google.com/?cid=9275648701919604117"|"ChIJM1bJKezytocRlS07k1m5uYA"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Rose Bowl"|"NULL"|"7419 E 11th St"|"Tulsa"|"OK"|"74112-5705"|"36.1483504"|"-95.8939577"|"NULL"|"(918) 954-4147"|"http://onehopetulsa.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/dbff3bdccf6b4348547021941f42bea4_.jpeg"|"NULL"|"https://maps.google.com/?cid=10321176984055706340"|"ChIJOWTth5zytocR5PKTdsgvPI8"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"NULL"|"NULL"
"2"|"NULL"|"Desert Hills Motel"|"This motel originally opened in 1953"|"5220 E 11th St #4323"|"Tulsa"|"OK"|"74112"|"36.1476694"|"-95.9183958"|"NULL"|"(918) 834-3311"|"https://desert-hills-motel.business.site/"|"https://www.historic66.com/wp-content/uploads/2020/12/a9ededbd403b8b91bb33b0116e36f8a7_.jpeg"|"NULL"|"https://maps.google.com/?cid=1464833525677500868"|"ChIJcXr6Fm3ttocRxCkXoVQiVBQ"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Golden Driller Statue"|"The Golden Driller is a 75-foot-tall, 43,500-pound statue of an oil worker, in Tulsa, Oklahoma. It was built from a steel frame, covered with concrete and plaster. It is the sixth-tallest statue in the United States and has been located in front of the Tulsa Expo Center since 1966."|"4145 E 21st St"|"Tulsa"|"OK"|"74114-2108"|"36.1337734"|"-95.93110809999999"|"NULL"|"(918) 596-2100"|"http://exposquare.com/"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=14322764790652212651"|"ChIJswh6RCPttocRqxVMHLGuxMY"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"The Campbell Hotel"|"The Campbell Hotel & Event Centers is a luxury hotel and event center consisting of 26 uniquely decorated rooms, a bar & lounge, and a full-service spa & salon. Originally built in 1927, and now listed on the National Register of Historic Places, the Casa Loma Hotel was housed inside the Max Campbell Building. The hotel was conveniently located at the end of the trolley line that ran from downtown Tulsa to Delaware Avenue on 11th Street. Businesses housed on the hotel’s street level included a barbershop, beauty shop, Crawford Drug Store, and Safeway grocery store."|"2636 E 11th St"|"Tulsa"|"OK"|"74104-3938"|"36.1476347"|"-95.95207409999999"|"NULL"|"(855) 744-5500"|"https://www.thecampbellhotel.com/"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=2572645978284868267"|"ChIJeaiC_O_stocRq8KBBOPfsyM"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"918 Coffee"|"European Coffee"|"2446 E 11th St"|"Tulsa"|"OK"|"74104"|"36.14765279999999"|"-95.95624439999999"|"NULL"|"(918) 949-3221"|"http://www.tulsa918coffee.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/1aa55311b423aa2d15445996ec0e31cb_.jpeg"|"NULL"|"https://maps.google.com/?cid=8423580271028150450"|"ChIJF3j0Au7stocRsiCfX6CR5nQ"|"06:30"|"20:30"|"06:30"|"20:30"|"06:30"|"20:30"|"06:30"|"20:30"|"06:30"|"20:30"|"06:30"|"20:30"|"06:30"|"20:30"
"2"|"NULL"|"Mother Road Market"|"ROUTE 66 PASSPORT STAMP PLACE Mother Road Market is Tulsa's first food hall, where you can eat and shop at over 20 local businesses under one roof! Mother Road Market also features a full bar (including coffee drinks!), nine holes of Route 66-themed mini golf, three murals by local artists, children's play areas and more! Shop Route 66-themed and Tulsa-themed souvenirs, t-shirts, hats and more. Travelers with the Route 66 passport will receive a free Mother Road Market tote that can be redeemed inside at the Kitchen 66 General Store."|"1124 S Lewis Ave"|"Tulsa"|"OK"|"74104"|"36.14687039999999"|"-95.9587071"|"NULL"|"(918) 984-9001"|"https://www.motherroadmarket.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/fd7193b2e31ddedb98d271c9d3f9f776_.jpeg"|"NULL"|"https://maps.google.com/?cid=3950516726187128687"|"ChIJaVfCJKXttocRb3efHwgO0zY"|"11:00"|"20:00"|"NULL"|"NULL"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"
"2"|"NULL"|"Buck Atom’s Cosmic Curios on 66"|"A fun, quirky souvenir shop with an array of memorable photo ops. on site is the Airbnb Buck's Cosmic Crash Pad. Located right next door to the store is a fresh way to experience Historic Route 66, shop for local art + souvenirs, and enjoy the great surroundings and attractions of Tulsa."|"1347 E 11th St"|"Tulsa"|"OK"|"74120"|"36.1480277"|"-95.9736602"|"NULL"|"NULL"|"https://buckatomson66.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/73212edea9db2fbc134064bd96bd3ea4_.jpeg"|"NULL"|"https://maps.google.com/?cid=12754031224728444179"|"ChIJ29sEjGvttocRE90tPNNr_7A"|"11:00"|"15:00"|"11:00"|"15:00"|"10:30"|"17:30"|"10:30"|"17:30"|"10:30"|"17:30"|"10:30"|"17:30"|"10:30"|"17:30"
"2"|"NULL"|"Thelmas Bar Sign"|"NULL"|"2405 E Admiral Blvd"|"Tulsa"|"OK"|"74110"|"36.1600127"|"-95.9577954"|"NULL"|"(918) 555-1122"|"http://www.thewhittierbar.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/e30f062aab6539368d2d6d306fd365b2_.jpeg"|"NULL"|"https://maps.google.com/?cid=3674012274658599474"|"ChIJ2-dY4ZLttocRMmJzs7K2_DI"|"12:00"|"02:00"|"14:00"|"02:00"|"14:00"|"02:00"|"14:00"|"02:00"|"14:00"|"02:00"|"14:00"|"02:00"|"12:00"|"02:00"
"2"|"NULL"|"Bill’s Jumbo Burgers"|"NULL"|"2002 E Admiral Blvd"|"Tulsa"|"OK"|"74110-5207"|"36.159744"|"-95.96315"|"NULL"|"(918) 592-5191"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/a30654bd96af7727debb5565614def1d_.jpeg"|"NULL"|"https://maps.google.com/?cid=9183638385222564569"|"ChIJk5JwamDstocR2TrVUHTWcn8"|"NULL"|"NULL"|"10:30"|"15:00"|"10:30"|"15:00"|"10:30"|"15:00"|"10:30"|"15:00"|"10:30"|"15:00"|"NULL"|"NULL"
"2"|"NULL"|"The Blue Dome"|"Built by T.J. Chastain in 1925, the station was the crown jewel of the Tulsa based Chastain Oil Company. It was designed with an apartment for the manager upstairs. The station was one of the first in Oklahoma to offer a car wash and free pressurized air."|"202 S Elgin Ave"|"Tulsa"|"OK"|"74120-2432"|"36.1557754"|"-95.986972"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/2558f8d7aee1a921e682b84e4c3ee23d_.jpeg"|"NULL"|"https://maps.google.com/?q=202+S+Elgin+Ave,+Tulsa,+OK+74120,+USA&ftid=0x87b6eb7f6b408f75:0x3b1906edfb7df8c2"|"ChIJdY9Aa3_rtocRwvh9--0GGTs"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Meadow Gold Sign"|"This sign dates to he 1930s and was originally mounted on the roof of the Beatrice Foods building located at Eleventh and Lewis along Route 66. Scheduled for demolition in 2004, a coalition that included the National Park Service, City of Tulsa, Tulsa Foundation for Architecture and Oklahoma Route 66 Association funded restoration of the sign, the building of the kiosk, and installation."|"1324 E 11th St"|"Tulsa"|"OK"|"74120"|"36.1477313"|"-95.97467879999999"|"NULL"|"NULL"|"https://www.meadowgolddistrict.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/e9786655d93928abc59f973bbb321e0e_.jpeg"|"NULL"|"https://maps.google.com/?cid=16227393888161329230"|"ChIJmWjSJIXstocRTnAzzsNIM-E"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Foolish Things Coffee Company"|"European Coffee"|"1001 S Main St"|"Tulsa"|"OK"|"74119-2416"|"36.14669999999999"|"-95.9871083"|"NULL"|"(918) 857-2326"|"http://www.foolishthingscoffee.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/9ac2d3421f28c3c23ee8120b14a8ff1d_.jpeg"|"NULL"|"https://maps.google.com/?cid=9341595557465562276"|"ChIJZ7DDyXzrtocRpBwaZqoDpIE"|"NULL"|"NULL"|"08:00"|"15:00"|"08:00"|"15:00"|"08:00"|"15:00"|"08:00"|"15:00"|"08:00"|"15:00"|"08:00"|"15:00"
"2"|"NULL"|"Soul City Gastropub"|"NULL"|"3216 E 11th St"|"Tulsa"|"OK"|"74104-4137"|"36.1475"|"-95.9419444"|"NULL"|"(918) 587-4610"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/cbb8a4a6f4fae1a5640ec16f6617a47f_.jpeg"|"NULL"|"https://maps.google.com/?cid=9172382664385914471"|"ChIJGSl5sOLstocRZ2aslm_ZSn8"|"11:00"|"02:00"|"11:00"|"02:00"|"11:00"|"02:00"|"11:00"|"02:00"|"11:00"|"02:00"|"11:00"|"02:00"|"11:00"|"02:00"
"2"|"NULL"|"Tally’s Good Food Cafe"|"A classic Route 66 diner with lots of neon, a great menu and friendly service."|"1102 S Yale Ave"|"Tulsa"|"OK"|"74112-5343"|"36.147588"|"-95.922763"|"NULL"|"(918) 835-8039"|"http://www.tallyscafe.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/6512550818923ee8b10b39e2ce0e98b4_.jpeg"|"NULL"|"https://maps.google.com/?cid=16192948878864576664"|"ChIJXc0CWRLttocRmHDIHjbpuOA"|"06:00"|"22:45"|"06:00"|"22:45"|"06:00"|"22:45"|"06:00"|"22:45"|"06:00"|"22:45"|"06:00"|"22:45"|"06:00"|"22:45"
"2"|"NULL"|"Circle Inn"|"NULL"|"8945 E Admiral Pl"|"Tulsa"|"OK"|"74115-8127"|"36.1610127"|"-95.87588509999999"|"NULL"|"(918) 832-7717"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/5ffcce982bf739feff5b45f79ca1cd6f_.jpeg"|"NULL"|"https://maps.google.com/?cid=17742136794937784924"|"ChIJhVpBE_XytocRXHqnwmm7OPY"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Route 66 Overpass"|"NULL"|"3310 Southwest Blvd"|"Tulsa"|"OK"|"74107"|"36.1150844"|"-96.008106"|"NULL"|"(918) 445-4457"|"http://www.route66mainstreet.org/"|"https://www.historic66.com/wp-content/uploads/2020/12/bcac90d1a4d69672d5e08e1d29470717_.jpeg"|"NULL"|"https://maps.google.com/?cid=8553951290618693509"|"ChIJL_vO-zjrtocRhUdSx2C9tXY"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Cyrus Avery Memorial Bridge"|"Built by the Missouri Valley Bridge & Iron Company in 1916, 1917 at a cost of $180,000, the bridge originally supported a railroad line, two lanes of vehicular traffic and pedestrian sidewalks on both sides. In 1929 it was transformed into a highway bridge to meet the increasing needs of traffic on Route 66. Five years later a major upgrade transformed it into a 52 foot wide bridge deck to accommodate four lanes of traffic. It remained in use until 1980."|"Southwest Blvd"|"Tulsa"|"OK"|"74127"|"36.14449309999999"|"-96.00315090000001"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/129cd76d66ea604f6c4aa8b520fd5236_.jpeg"|"NULL"|"https://maps.google.com/?cid=2488799813490866116"|"ChIJY9TDRm3rtocRxHcugD7-iSI"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Howard Park"|"NULL"|"2740 Southwest Blvd"|"Tulsa"|"OK"|"74107-3816"|"36.1248136"|"-96.0078314"|"NULL"|"(918) 596-1444"|"https://www.cityoftulsa.org/government/departments/park-and-recreation/tulsa-parks-and-map/"|"https://www.historic66.com/wp-content/uploads/2020/12/bbd848d75416d307b1a705ca7c964e35_.jpeg"|"NULL"|"https://maps.google.com/?cid=15705604603168823775"|"ChIJ6UqWxznrtocR3xmeuiyE9dk"|"07:00"|"11:00"|"07:00"|"23:00"|"07:00"|"23:00"|"07:00"|"23:00"|"07:00"|"23:00"|"07:00"|"23:00"|"07:00"|"23:00"
"2"|"NULL"|"Goodwill Sign"|"NULL"|"3110 Southwest Blvd"|"Tulsa"|"OK"|"74107"|"36.11820760000001"|"-96.008048"|"NULL"|"(918) 584-3699"|"https://www.goodwilltulsa.org/shop"|"https://www.historic66.com/wp-content/uploads/2020/12/cbb509875c6e4422f8785d43e4b07eeb_.jpeg"|"NULL"|"https://maps.google.com/?cid=6658154215734052840"|"ChIJl2tRPDTrtocR6AeZmPuDZlw"|"12:00"|"18:00"|"09:00"|"19:00"|"09:00"|"19:00"|"09:00"|"19:00"|"09:00"|"19:00"|"09:00"|"19:00"|"09:00"|"19:00"
"2"|"NULL"|"Route 66 Historical Village"|"Children's amusement center with photo ops including a tourism information center modeled after a 1930s gas station, steam locomotive, and oil derrick. The oil derrick stands 194 feet high and is on the historic site of the first oil strike on June 25, 1901 that made Tulsa the ""Oil Capital of the World."""|"3770 Southwest Blvd"|"Tulsa"|"OK"|"74107"|"36.1083018"|"-96.0161972"|"NULL"|"(918) 770-9906"|"https://www.facebook.com/Route66Village/"|"https://www.historic66.com/wp-content/uploads/2020/12/bccff47e652afff23f55126dcb5c6ec1_.jpeg"|"NULL"|"https://maps.google.com/?cid=14471635103474641910"|"ChIJ42K2ctKUtocR9uut3XOT1cg"|"08:00"|"20:00"|"08:00"|"20:00"|"08:00"|"20:00"|"08:00"|"20:00"|"08:00"|"20:00"|"08:00"|"20:00"|"08:00"|"20:00"
"2"|"NULL"|"Ollies Station Restaurant"|"Modest mainstay with a railroad motif serving homestyle American comfort foods, plus a lunch buffet."|"4070 Southwest Blvd"|"Tulsa"|"OK"|"74107-6504"|"36.1047372"|"-96.0225151"|"NULL"|"(918) 446-0524"|"http://www.olliesstation.com/"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=9855751730833924028"|"ChIJc7pw99aUtocRvB_MLvupxog"|"06:30"|"14:00"|"06:30"|"14:00"|"06:30"|"14:00"|"06:30"|"14:00"|"06:30"|"14:00"|"06:30"|"14:00"|"06:30"|"14:00"
"2"|"NULL"|"The Lunchbox Cafe / La Lonchera"|"NULL"|"4261 Southwest Blvd"|"Tulsa"|"OK"|"74107"|"36.10128099999999"|"-96.0262487"|"NULL"|"(918) 445-7292"|"https://m.facebook.com/LunchBox.LaLonchera.Route66/"|"https://www.historic66.com/wp-content/uploads/2020/12/b3fc51388922b63eee2e0a90c9336510_.jpeg"|"NULL"|"https://maps.google.com/?cid=17357152570236889982"|"ChIJwy4vQaSVtocRfms67Uz-4PA"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Benson Lumber Co."|"NULL"|"114 E Lee Ave"|"Sapulpa"|"OK"|"74066-4216"|"35.9974465"|"-96.1118529"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/7bb1e34fa9896bcc9aa200ed4e2982ab_.jpeg"|"NULL"|"https://maps.google.com/?cid=1304247632280733972"|"ChIJaTTD60q8tocRFMk8tU-eGRI"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Sapulpa Historical Society & Fire Museum"|"NULL"|"100 E Lee Ave"|"Sapulpa"|"OK"|"74066-4216"|"35.99741900000001"|"-96.11264129999999"|"NULL"|"(918) 224-4871"|"https://www.sapulpahistory.org/"|"https://www.historic66.com/wp-content/uploads/2020/12/6fc6b3ba8a59937cecf68af562f850c0_.jpeg"|"NULL"|"https://maps.google.com/?cid=18229547151967445304"|"ChIJK1cO9Eq8tocROOFA6Yxc_Pw"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"15:00"|"10:00"|"15:00"|"10:00"|"15:00"|"10:00"|"15:00"
"2"|"NULL"|"Waite Phillips-Barnsdall Filling Station Museum"|"NULL"|"26 E Lee Ave"|"Sapulpa"|"OK"|"74066-4214"|"35.99735"|"-96.11303799999999"|"NULL"|"(918) 224-4871"|"https://www.sapulpahistory.org/"|"https://www.historic66.com/wp-content/uploads/2020/12/7dc58937196b1ac8b224379f6586499d_.jpeg"|"NULL"|"https://maps.google.com/?cid=701943022343328010"|"ChIJj-M0X0q8tocRCpFWs3XNvQk"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"15:00"|"10:00"|"15:00"|"10:00"|"15:00"|"10:00"|"15:00"
"2"|"NULL"|"Heart of Route 66 Auto Museum"|"Home of the world's tallest gas pump this museum maintains a rotating exhibit of historic, vintage, classic and hot rod vehicles."|"13 Sahoma Lake Rd"|"Sapulpa"|"OK"|"74066-8574"|"35.9960632"|"-96.1297237"|"NULL"|"(918) 216-1171"|"http://heartofroute66.org/"|"https://www.historic66.com/wp-content/uploads/2020/12/3e4b9fda26f4854b6683ef4c086daaaf_.jpeg"|"NULL"|"https://maps.google.com/?cid=1065955595565617807"|"ChIJezdrT0C8tocRj1IHbPcIyw4"|"12:00"|"16:00"|"NULL"|"NULL"|"10:00"|"16:00"|"10:00"|"16:00"|"10:00"|"16:00"|"10:00"|"16:00"|"10:00"|"16:00"
"2"|"NULL"|"Rock Creek Bridge"|"The Rock Creek Bridge was built in 1925"|"W Ozark Trail"|"Sapulpa"|"OK"|"74066"|"35.9937473"|"-96.13656019999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/a204de065e06591f34b38e261f935e66_.jpeg"|"NULL"|"https://maps.google.com/?cid=16699007608189022191"|"ChIJvWfJ9Gu8tocR7--my_HKvuc"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"TeePee Drive-In Theater"|"The goal is to buy, retool this location. it shall be a family gathering location for all to enjoy while, experinceing a past gone by. Donate please at https://www.gofundme.com/5ku47zc"|"13166 W Ozark Trail"|"Sapulpa"|"OK"|"74066"|"35.994463"|"-96.1408415"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/344a5632055f1cdd68f8f2848e08e272_.jpeg"|"NULL"|"https://maps.google.com/?cid=5855277571508947859"|"ChIJg2-WnCm9tocRk0sav-0fQlE"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Meltdown Diner"|"NULL"|"4377 Southwest Blvd"|"Tulsa"|"OK"|"74107-6473"|"36.0996184"|"-96.0296726"|"NULL"|"(918) 932-8585"|"http://www.hermeltdowntoo.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/4ac94da050eb66c3a531ccbccef33152_.jpeg"|"NULL"|"https://maps.google.com/?cid=5360462179631403744"|"ChIJZeNmFCaVtocR4JLYkPMvZEo"|"NULL"|"NULL"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"
"2"|"NULL"|"Junction 66"|"NULL"|"309 N Mission St"|"Sapulpa"|"OK"|"74066"|"36.0027522"|"-96.0982906"|"NULL"|"(918) 347-8000"|"http://route-junction-66.poi.place/"|"https://www.historic66.com/wp-content/uploads/2020/12/9a60a3b69e293453b12480b8bcd109ac_.jpeg"|"NULL"|"https://maps.google.com/?cid=7637257927619683881"|"ChIJRc9h8Zm9tocRKabOCZ_9_Gk"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Happy Burger"|"Classic and gourmet burgers including peanut butter bacon cheeseburger, fried pickles and chili cheese fries"|"215 N Mission St"|"Sapulpa"|"OK"|"74066-3633"|"36.001695"|"-96.09860499999999"|"NULL"|"(918) 224-7750"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=16154101338754169883"|"ChIJUUnDxce9tocRG7waWpTlLuA"|"NULL"|"NULL"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"20:00"|"11:00"|"15:00"
"2"|"NULL"|"1925 Railroad Underpass"|"NULL"|"16375 W Ozark Trail"|"Sapulpa"|"OK"|"74066"|"35.9927251"|"-96.1759422"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/0d30c28f25bb1f57e58e3c5bbda83e74_.jpeg"|"NULL"|"https://maps.google.com/?q=16375+W+Ozark+Trail,+Sapulpa,+OK+74066,+USA&ftid=0x87b6bbbe51e203d3:0xf320ff2f4adf15d"|"ChIJ0wPiUb67tocRXfGt9PIPMg8"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Plymouth sign tower"|"The sign stands a few feet from the Art Moderne building that was built for the Beard Motor Company which later became Bristow Chrysler Plymouth. The dealership also sold GMC trucks at some point. The business was owned by founding partners Hubert ""Red"" Beard and Wat Henry. Beard was apparently the public face of the company with Henry being more of a silent partner. The building was constructed in 1945 and early 1946 and the sign was built in 1948 or 1949."|"210 E 9th Ave"|"Bristow"|"OK"|"74010-2516"|"35.835574"|"-96.38835549999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?q=210+E+9th+Ave,+Bristow,+OK+74010,+USA&ftid=0x87b6aca1b33a47eb:0xd8803a6f3745c528"|"ChIJ60c6s6GstocRKMVFN286gNg"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Train Depot and Museum"|"The Bristow Historical Society is dedicated to the preservation and promotion of the history of Bristow, Oklahoma and the immediate surrounding area."|"1 Rail Road Place"|"Bristow"|"OK"|"74010"|"35.8333121"|"-96.38978759999999"|"NULL"|"(918) 367-9335"|"http://www.bristowhistory.org/"|"https://www.historic66.com/wp-content/uploads/2020/12/b746d2c1a92b76e19dd349eb108d8ccb_.jpeg"|"NULL"|"https://maps.google.com/?cid=15862563447650891704"|"ChIJPVA6haCstocRuLdThGklI9w"|"NULL"|"NULL"|"10:00"|"14:00"|"NULL"|"NULL"|"10:00"|"14:00"|"NULL"|"NULL"|"10:00"|"14:00"|"10:00"|"14:00"
"2"|"NULL"|"Depew Loop"|"From 1926 to 1928, Route 66 looped through Depew. This was the first community bypassed by the highways realignment. Numerous historic buildings of interesting including vintage service stations, hotel ruins and a small café."|"405 Main St"|"Depew"|"OK"|"74028"|"35.80283"|"-96.5063516"|"NULL"|"(918) 324-5251"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=1679048275219324183"|"ChIJzeSDm7ZYsYcRFx0upYItTRc"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Rock Cafe"|"Listed on the National Register of Historic Places in 2001, the Rock Cafe was opened in August 1939 by Roy Rives. The following it year it became an official Greyhound Bus stop and in 1947, resultant of traffic on Route 66, was open 24 hours a day."|"114 W Main St"|"Stroud"|"OK"|"74079"|"35.74879879999999"|"-96.65450729999999"|"NULL"|"(918) 968-3990"|"http://rockcafert66.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/1e7cbb59ca04314d251b88c857e6af2c_.jpeg"|"NULL"|"https://maps.google.com/?cid=6606156450172378205"|"ChIJ1ypyQLdYsYcRXRwuX0rIrVs"|"NULL"|"NULL"|"NULL"|"NULL"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"
